site_name,site_id,year,year_id,count
Askernish,38,2009,26,10
Askernish,38,2010,27,33
Askernish,38,2011,28,19
Askernish,38,2012,29,36
Askernish,38,2013,30,23
Askernish,38,2014,31,19
Askernish,38,2015,32,10
Askernish,38,2016,33,13
Askernish,38,2017,34,8
Askernish,38,2018,35,11
Loch Bee,39,1984,1,60
Loch Bee,39,1985,2,46
Loch Bee,39,1986,3,54
Loch Bee,39,1987,4,57
Loch Bee,39,1988,5,17
Loch Bee,39,1989,6,73
Loch Bee,39,1990,7,55
Loch Bee,39,1991,8,75
Loch Bee,39,1992,9,80
Loch Bee,39,1993,10,109
Loch Bee,39,1994,11,109
Loch Bee,39,1995,12,60
Loch Bee,39,1996,13,106
Loch Bee,39,1997,14,130
Loch Bee,39,1998,15,120
Loch Bee,39,1999,16,102
Loch Bee,39,2000,17,111
Loch Bee,39,2001,18,108
Loch Bee,39,2002,19,140
Loch Bee,39,2003,20,107
Loch Bee,39,2004,21,99
Loch Bee,39,2005,22,105
Loch Bee,39,2006,23,160
Loch Bee,39,2007,24,116
Loch Bee,39,2008,25,115
Loch Bee,39,2009,26,123
Loch Bee,39,2010,27,92
Loch Bee,39,2011,28,102
Loch Bee,39,2012,29,113
Loch Bee,39,2013,30,142
Loch Bee,39,2014,31,121
Loch Bee,39,2015,32,100
Loch Bee,39,2016,33,142
Loch Bee,39,2017,34,125
Loch Bee,39,2018,35,130
"Chaluim Chille, Skye",40,1984,1,47
"Chaluim Chille, Skye",40,1985,2,47
"Chaluim Chille, Skye",40,1986,3,47
"Chaluim Chille, Skye",40,1987,4,32
"Chaluim Chille, Skye",40,1988,5,30
"Chaluim Chille, Skye",40,1989,6,28
"Chaluim Chille, Skye",40,1990,7,26
"Chaluim Chille, Skye",40,1991,8,40
"Chaluim Chille, Skye",40,1992,9,33
"Chaluim Chille, Skye",40,1993,10,44
"Chaluim Chille, Skye",40,1994,11,27
"Chaluim Chille, Skye",40,1995,12,31
"Chaluim Chille, Skye",40,1996,13,9
"Chaluim Chille, Skye",40,1997,14,3
"Chaluim Chille, Skye",40,1998,15,0
"Chaluim Chille, Skye",40,1999,16,0
"Chaluim Chille, Skye",40,2000,17,0
"Chaluim Chille, Skye",40,2001,18,12
"Chaluim Chille, Skye",40,2002,19,20
"Chaluim Chille, Skye",40,2003,20,59
"Chaluim Chille, Skye",40,2004,21,30
"Chaluim Chille, Skye",40,2005,22,27
"Chaluim Chille, Skye",40,2006,23,20
"Chaluim Chille, Skye",40,2007,24,24
"Chaluim Chille, Skye",40,2008,25,28
"Chaluim Chille, Skye",40,2009,26,21
"Chaluim Chille, Skye",40,2010,27,26
"Chaluim Chille, Skye",40,2011,28,31
"Chaluim Chille, Skye",40,2012,29,27
"Chaluim Chille, Skye",40,2013,30,20
"Chaluim Chille, Skye",40,2014,31,15
"Chaluim Chille, Skye",40,2015,32,14
"Chaluim Chille, Skye",40,2016,33,10
"Chaluim Chille, Skye",40,2017,34,7
"Chaluim Chille, Skye",40,2018,35,7
"Braodford, Skye",41,1984,1,33
"Braodford, Skye",41,1985,2,70
"Braodford, Skye",41,1986,3,30
"Braodford, Skye",41,1987,4,49
"Braodford, Skye",41,1988,5,70
"Braodford, Skye",41,1989,6,60
"Braodford, Skye",41,1990,7,37
"Braodford, Skye",41,1991,8,39
"Braodford, Skye",41,1992,9,48
"Braodford, Skye",41,1993,10,47
"Braodford, Skye",41,1994,11,65
"Braodford, Skye",41,1995,12,73
"Braodford, Skye",41,1996,13,70
"Braodford, Skye",41,1997,14,40
"Braodford, Skye",41,1998,15,23
"Braodford, Skye",41,1999,16,17
"Braodford, Skye",41,2000,17,65
"Braodford, Skye",41,2001,18,50
"Braodford, Skye",41,2002,19,28
"Braodford, Skye",41,2003,20,51
"Braodford, Skye",41,2004,21,62
"Braodford, Skye",41,2005,22,32
"Braodford, Skye",41,2006,23,50
"Braodford, Skye",41,2007,24,30
"Braodford, Skye",41,2008,25,36
"Braodford, Skye",41,2009,26,28
"Braodford, Skye",41,2010,27,17
"Braodford, Skye",41,2011,28,18
"Braodford, Skye",41,2012,29,17
"Braodford, Skye",41,2013,30,14
"Braodford, Skye",41,2014,31,9
"Braodford, Skye",41,2015,32,12
"Braodford, Skye",41,2016,33,19
"Braodford, Skye",41,2017,34,8
"Braodford, Skye",41,2018,35,0
Shiel,42,1984,1,29
Shiel,42,1985,2,28
Shiel,42,1986,3,35
Shiel,42,1987,4,51
Shiel,42,1988,5,79
Shiel,42,1989,6,60
Shiel,42,1990,7,60
Shiel,42,1991,8,46
Shiel,42,1992,9,34
Shiel,42,1993,10,48
Shiel,42,1994,11,50
Shiel,42,1995,12,52
Shiel,42,1996,13,40
Shiel,42,1997,14,42
Shiel,42,1998,15,56
Shiel,42,1999,16,40
Shiel,42,2000,17,42
Shiel,42,2001,18,43
Shiel,42,2002,19,43
Shiel,42,2003,20,NA
Shiel,42,2004,21,37
Shiel,42,2005,22,37
Shiel,42,2006,23,37
Shiel,42,2007,24,37
Shiel,42,2008,25,32
Shiel,42,2009,26,35
Shiel,42,2010,27,34
Shiel,42,2011,28,32
Shiel,42,2012,29,24
Shiel,42,2013,30,28
Shiel,42,2014,31,29
Shiel,42,2015,32,48
Shiel,42,2016,33,62
Shiel,42,2017,34,64
Shiel,42,2018,35,71
Tiree,43,1984,1,750
Tiree,43,1985,2,708
Tiree,43,1986,3,760
Tiree,43,1987,4,759
Tiree,43,1988,5,728
Tiree,43,1989,6,987
Tiree,43,1990,7,941
Tiree,43,1991,8,1101
Tiree,43,1992,9,585
Tiree,43,1993,10,470
Tiree,43,1994,11,516
Tiree,43,1995,12,1387
Tiree,43,1996,13,1455
Tiree,43,1997,14,1464
Tiree,43,1998,15,1444
Tiree,43,1999,16,1347
Tiree,43,2000,17,1221
Tiree,43,2001,18,1076
Tiree,43,2002,19,1093
Tiree,43,2003,20,954
Tiree,43,2004,21,1133
Tiree,43,2005,22,1112
Tiree,43,2006,23,933
Tiree,43,2007,24,803
Tiree,43,2008,25,979
Tiree,43,2009,26,861
Tiree,43,2010,27,880
Tiree,43,2011,28,948
Tiree,43,2012,29,927
Tiree,43,2013,30,739
Tiree,43,2014,31,748
Tiree,43,2015,32,741
Tiree,43,2016,33,951
Tiree,43,2017,34,830
Tiree,43,2018,35,854
Coll,44,1984,1,441
Coll,44,1985,2,548
Coll,44,1986,3,405
Coll,44,1987,4,400
Coll,44,1988,5,647
Coll,44,1989,6,671
Coll,44,1990,7,792
Coll,44,1991,8,621
Coll,44,1992,9,551
Coll,44,1993,10,865
Coll,44,1994,11,1026
Coll,44,1995,12,905
Coll,44,1996,13,1047
Coll,44,1997,14,1052
Coll,44,1998,15,1122
Coll,44,1999,16,1014
Coll,44,2000,17,721
Coll,44,2001,18,705
Coll,44,2002,19,611
Coll,44,2003,20,495
Coll,44,2004,21,814
Coll,44,2005,22,714
Coll,44,2006,23,658
Coll,44,2007,24,445
Coll,44,2008,25,275
Coll,44,2009,26,294
Coll,44,2010,27,277
Coll,44,2011,28,204
Coll,44,2012,29,255
Coll,44,2013,30,154
Coll,44,2014,31,126
Coll,44,2015,32,159
Coll,44,2016,33,261
Coll,44,2017,34,185
Coll,44,2018,35,172
Fidden,45,1984,1,48
Fidden,45,1985,2,51
Fidden,45,1986,3,81
Fidden,45,1987,4,47
Fidden,45,1988,5,55
Fidden,45,1989,6,48
Fidden,45,1990,7,57
Fidden,45,1991,8,44
Fidden,45,1992,9,41
Fidden,45,1993,10,NA
Fidden,45,1994,11,68
Fidden,45,1995,12,39
Fidden,45,1996,13,57
Fidden,45,1997,14,22
Fidden,45,1998,15,35
Fidden,45,1999,16,52
Fidden,45,2000,17,1
Fidden,45,2001,18,45
Fidden,45,2002,19,33
Fidden,45,2003,20,41
Fidden,45,2004,21,49
Fidden,45,2005,22,53
Fidden,45,2006,23,40
Fidden,45,2007,24,39
Fidden,45,2008,25,32
Fidden,45,2009,26,29
Fidden,45,2010,27,32
Fidden,45,2011,28,20
Fidden,45,2012,29,25
Fidden,45,2013,30,33
Fidden,45,2014,31,25
Fidden,45,2015,32,15
Fidden,45,2016,33,23
Fidden,45,2017,34,41
Fidden,45,2018,35,30
Assapol,46,1984,1,21
Assapol,46,1985,2,28
Assapol,46,1986,3,28
Assapol,46,1987,4,25
Assapol,46,1988,5,31
Assapol,46,1989,6,57
Assapol,46,1990,7,34
Assapol,46,1991,8,31
Assapol,46,1992,9,41
Assapol,46,1993,10,41
Assapol,46,1994,11,30
Assapol,46,1995,12,51
Assapol,46,1996,13,38
Assapol,46,1997,14,35
Assapol,46,1998,15,40
Assapol,46,1999,16,NA
Assapol,46,2000,17,NA
Assapol,46,2001,18,26
Assapol,46,2002,19,NA
Assapol,46,2003,20,40
Assapol,46,2004,21,NA
Assapol,46,2005,22,0
Assapol,46,2006,23,0
Assapol,46,2007,24,0
Assapol,46,2008,25,NA
Assapol,46,2009,26,7
Assapol,46,2010,27,NA
Assapol,46,2011,28,NA
Assapol,46,2012,29,NA
Assapol,46,2013,30,NA
Assapol,46,2014,31,NA
Assapol,46,2015,32,NA
Assapol,46,2016,33,NA
Assapol,46,2017,34,NA
Assapol,46,2018,35,NA
Colonsay,47,1984,1,66
Colonsay,47,1985,2,78
Colonsay,47,1986,3,128
Colonsay,47,1987,4,127
Colonsay,47,1988,5,165
Colonsay,47,1989,6,120
Colonsay,47,1990,7,262
Colonsay,47,1991,8,210
Colonsay,47,1992,9,195
Colonsay,47,1993,10,150
Colonsay,47,1994,11,185
Colonsay,47,1995,12,206
Colonsay,47,1996,13,169
Colonsay,47,1997,14,288
Colonsay,47,1998,15,128
Colonsay,47,1999,16,204
Colonsay,47,2000,17,128
Colonsay,47,2001,18,104
Colonsay,47,2002,19,178
Colonsay,47,2003,20,131
Colonsay,47,2004,21,40
Colonsay,47,2005,22,102
Colonsay,47,2006,23,76
Colonsay,47,2007,24,98
Colonsay,47,2008,25,84
Colonsay,47,2009,26,105
Colonsay,47,2010,27,94
Colonsay,47,2011,28,88
Colonsay,47,2012,29,64
Colonsay,47,2013,30,86
Colonsay,47,2014,31,66
Colonsay,47,2015,32,36
Colonsay,47,2016,33,99
Colonsay,47,2017,34,102
Colonsay,47,2018,35,101
Islay,48,1984,1,5358
Islay,48,1985,2,6393
Islay,48,1986,3,6468
Islay,48,1987,4,7888
Islay,48,1988,5,7588
Islay,48,1989,6,8560
Islay,48,1990,7,8857
Islay,48,1991,8,10676
Islay,48,1992,9,11004
Islay,48,1993,10,11679
Islay,48,1994,11,12420
Islay,48,1995,12,15358
Islay,48,1996,13,13684
Islay,48,1997,14,15111
Islay,48,1998,15,15408
Islay,48,1999,16,14474
Islay,48,2000,17,13281
Islay,48,2001,18,11854
Islay,48,2002,19,12253
Islay,48,2003,20,9653
Islay,48,2004,21,7152
Islay,48,2005,22,7111
Islay,48,2006,23,6025
Islay,48,2007,24,7086
Islay,48,2008,25,6429
Islay,48,2009,26,5744
Islay,48,2010,27,6911
Islay,48,2011,28,4309
Islay,48,2012,29,5449
Islay,48,2013,30,5093
Islay,48,2014,31,3995
Islay,48,2015,32,5183
Islay,48,2016,33,6141
Islay,48,2017,34,5319
Islay,48,2018,35,6771
Lowlandman's Bay. Jura,49,1984,1,36
Lowlandman's Bay. Jura,49,1985,2,34
Lowlandman's Bay. Jura,49,1986,3,84
Lowlandman's Bay. Jura,49,1987,4,NA
Lowlandman's Bay. Jura,49,1988,5,NA
Lowlandman's Bay. Jura,49,1989,6,36
Lowlandman's Bay. Jura,49,1990,7,25
Lowlandman's Bay. Jura,49,1991,8,NA
Lowlandman's Bay. Jura,49,1992,9,20
Lowlandman's Bay. Jura,49,1993,10,41
Lowlandman's Bay. Jura,49,1994,11,NA
Lowlandman's Bay. Jura,49,1995,12,NA
Lowlandman's Bay. Jura,49,1996,13,NA
Lowlandman's Bay. Jura,49,1997,14,NA
Lowlandman's Bay. Jura,49,1998,15,NA
Lowlandman's Bay. Jura,49,1999,16,71
Lowlandman's Bay. Jura,49,2000,17,NA
Lowlandman's Bay. Jura,49,2001,18,NA
Lowlandman's Bay. Jura,49,2002,19,9
Lowlandman's Bay. Jura,49,2003,20,96
Lowlandman's Bay. Jura,49,2004,21,NA
Lowlandman's Bay. Jura,49,2005,22,NA
Lowlandman's Bay. Jura,49,2006,23,0
Lowlandman's Bay. Jura,49,2007,24,0
Lowlandman's Bay. Jura,49,2008,25,0
Lowlandman's Bay. Jura,49,2009,26,8
Lowlandman's Bay. Jura,49,2010,27,13
Lowlandman's Bay. Jura,49,2011,28,32
Lowlandman's Bay. Jura,49,2012,29,10
Lowlandman's Bay. Jura,49,2013,30,12
Lowlandman's Bay. Jura,49,2014,31,4
Lowlandman's Bay. Jura,49,2015,32,4
Lowlandman's Bay. Jura,49,2016,33,2
Lowlandman's Bay. Jura,49,2017,34,4
Lowlandman's Bay. Jura,49,2018,35,0
Danna/Keills/Ulva,50,1984,1,87
Danna/Keills/Ulva,50,1985,2,110
Danna/Keills/Ulva,50,1986,3,136
Danna/Keills/Ulva,50,1987,4,197
Danna/Keills/Ulva,50,1988,5,200
Danna/Keills/Ulva,50,1989,6,224
Danna/Keills/Ulva,50,1990,7,245
Danna/Keills/Ulva,50,1991,8,362
Danna/Keills/Ulva,50,1992,9,288
Danna/Keills/Ulva,50,1993,10,256
Danna/Keills/Ulva,50,1994,11,375
Danna/Keills/Ulva,50,1995,12,414
Danna/Keills/Ulva,50,1996,13,320
Danna/Keills/Ulva,50,1997,14,441
Danna/Keills/Ulva,50,1998,15,425
Danna/Keills/Ulva,50,1999,16,301
Danna/Keills/Ulva,50,2000,17,452
Danna/Keills/Ulva,50,2001,18,403
Danna/Keills/Ulva,50,2002,19,411
Danna/Keills/Ulva,50,2003,20,333
Danna/Keills/Ulva,50,2004,21,260
Danna/Keills/Ulva,50,2005,22,344
Danna/Keills/Ulva,50,2006,23,258
Danna/Keills/Ulva,50,2007,24,221
Danna/Keills/Ulva,50,2008,25,208
Danna/Keills/Ulva,50,2009,26,192
Danna/Keills/Ulva,50,2010,27,198
Danna/Keills/Ulva,50,2011,28,231
Danna/Keills/Ulva,50,2012,29,190
Danna/Keills/Ulva,50,2013,30,199
Danna/Keills/Ulva,50,2014,31,217
Danna/Keills/Ulva,50,2015,32,204
Danna/Keills/Ulva,50,2016,33,168
Danna/Keills/Ulva,50,2017,34,177
Danna/Keills/Ulva,50,2018,35,234
Moine Mhor,51,1984,1,17
Moine Mhor,51,1985,2,51
Moine Mhor,51,1986,3,80
Moine Mhor,51,1987,4,132
Moine Mhor,51,1988,5,60
Moine Mhor,51,1989,6,58
Moine Mhor,51,1990,7,60
Moine Mhor,51,1991,8,40
Moine Mhor,51,1992,9,28
Moine Mhor,51,1993,10,27
Moine Mhor,51,1994,11,28
Moine Mhor,51,1995,12,45
Moine Mhor,51,1996,13,48
Moine Mhor,51,1997,14,28
Moine Mhor,51,1998,15,38
Moine Mhor,51,1999,16,33
Moine Mhor,51,2000,17,23
Moine Mhor,51,2001,18,27
Moine Mhor,51,2002,19,29
Moine Mhor,51,2003,20,23
Moine Mhor,51,2004,21,25
Moine Mhor,51,2005,22,31
Moine Mhor,51,2006,23,24
Moine Mhor,51,2007,24,18
Moine Mhor,51,2008,25,19
Moine Mhor,51,2009,26,15
Moine Mhor,51,2010,27,17
Moine Mhor,51,2011,28,6
Moine Mhor,51,2012,29,16
Moine Mhor,51,2013,30,11
Moine Mhor,51,2014,31,8
Moine Mhor,51,2015,32,8
Moine Mhor,51,2016,33,6
Moine Mhor,51,2017,34,2
Moine Mhor,51,2018,35,3
Clachan,52,1984,1,NA
Clachan,52,1985,2,NA
Clachan,52,1986,3,80
Clachan,52,1987,4,100
Clachan,52,1988,5,NA
Clachan,52,1989,6,NA
Clachan,52,1990,7,NA
Clachan,52,1991,8,NA
Clachan,52,1992,9,NA
Clachan,52,1993,10,NA
Clachan,52,1994,11,NA
Clachan,52,1995,12,NA
Clachan,52,1996,13,NA
Clachan,52,1997,14,NA
Clachan,52,1998,15,NA
Clachan,52,1999,16,NA
Clachan,52,2000,17,NA
Clachan,52,2001,18,NA
Clachan,52,2002,19,250
Clachan,52,2003,20,171
Clachan,52,2004,21,82
Clachan,52,2005,22,153
Clachan,52,2006,23,186
Clachan,52,2007,24,181
Clachan,52,2008,25,170
Clachan,52,2009,26,153
Clachan,52,2010,27,147
Clachan,52,2011,28,190
Clachan,52,2012,29,168
Clachan,52,2013,30,162
Clachan,52,2014,31,33
Clachan,52,2015,32,143
Clachan,52,2016,33,155
Clachan,52,2017,34,130
Clachan,52,2018,35,113
Rhunahaorine,53,1984,1,855
Rhunahaorine,53,1985,2,852
Rhunahaorine,53,1986,3,771
Rhunahaorine,53,1987,4,1005
Rhunahaorine,53,1988,5,1116
Rhunahaorine,53,1989,6,914
Rhunahaorine,53,1990,7,797
Rhunahaorine,53,1991,8,1499
Rhunahaorine,53,1992,9,993
Rhunahaorine,53,1993,10,1038
Rhunahaorine,53,1994,11,1361
Rhunahaorine,53,1995,12,1235
Rhunahaorine,53,1996,13,1272
Rhunahaorine,53,1997,14,1193
Rhunahaorine,53,1998,15,1532
Rhunahaorine,53,1999,16,1585
Rhunahaorine,53,2000,17,1551
Rhunahaorine,53,2001,18,1594
Rhunahaorine,53,2002,19,1450
Rhunahaorine,53,2003,20,1200
Rhunahaorine,53,2004,21,1018
Rhunahaorine,53,2005,22,955
Rhunahaorine,53,2006,23,940
Rhunahaorine,53,2007,24,1451
Rhunahaorine,53,2008,25,879
Rhunahaorine,53,2009,26,621
Rhunahaorine,53,2010,27,732
Rhunahaorine,53,2011,28,550
Rhunahaorine,53,2012,29,419
Rhunahaorine,53,2013,30,577
Rhunahaorine,53,2014,31,785
Rhunahaorine,53,2015,32,604
Rhunahaorine,53,2016,33,677
Rhunahaorine,53,2017,34,860
Rhunahaorine,53,2018,35,498
Machrihanish,54,1984,1,600
Machrihanish,54,1985,2,590
Machrihanish,54,1986,3,716
Machrihanish,54,1987,4,944
Machrihanish,54,1988,5,907
Machrihanish,54,1989,6,1005
Machrihanish,54,1990,7,1240
Machrihanish,54,1991,8,1023
Machrihanish,54,1992,9,1110
Machrihanish,54,1993,10,1180
Machrihanish,54,1994,11,1044
Machrihanish,54,1995,12,1231
Machrihanish,54,1996,13,1629
Machrihanish,54,1997,14,931
Machrihanish,54,1998,15,1579
Machrihanish,54,1999,16,1322
Machrihanish,54,2000,17,1386
Machrihanish,54,2001,18,1448
Machrihanish,54,2002,19,1301
Machrihanish,54,2003,20,1501
Machrihanish,54,2004,21,1274
Machrihanish,54,2005,22,1433
Machrihanish,54,2006,23,1339
Machrihanish,54,2007,24,852
Machrihanish,54,2008,25,1364
Machrihanish,54,2009,26,1363
Machrihanish,54,2010,27,1866
Machrihanish,54,2011,28,1515
Machrihanish,54,2012,29,1611
Machrihanish,54,2013,30,1231
Machrihanish,54,2014,31,893
Machrihanish,54,2015,32,1432
Machrihanish,54,2016,33,1446
Machrihanish,54,2017,34,1486
Machrihanish,54,2018,35,1907
Endrich Mouth,55,1984,1,122
Endrich Mouth,55,1985,2,300
Endrich Mouth,55,1986,3,234
Endrich Mouth,55,1987,4,240
Endrich Mouth,55,1988,5,300
Endrich Mouth,55,1989,6,300
Endrich Mouth,55,1990,7,350
Endrich Mouth,55,1991,8,350
Endrich Mouth,55,1992,9,250
Endrich Mouth,55,1993,10,250
Endrich Mouth,55,1994,11,230
Endrich Mouth,55,1995,12,230
Endrich Mouth,55,1996,13,245
Endrich Mouth,55,1997,14,261
Endrich Mouth,55,1998,15,306
Endrich Mouth,55,1999,16,200
Endrich Mouth,55,2000,17,200
Endrich Mouth,55,2001,18,294
Endrich Mouth,55,2002,19,450
Endrich Mouth,55,2003,20,240
Endrich Mouth,55,2004,21,230
Endrich Mouth,55,2005,22,132
Endrich Mouth,55,2006,23,210
Endrich Mouth,55,2007,24,220
Endrich Mouth,55,2008,25,220
Endrich Mouth,55,2009,26,65
Endrich Mouth,55,2010,27,139
Endrich Mouth,55,2011,28,152
Endrich Mouth,55,2012,29,203
Endrich Mouth,55,2013,30,176
Endrich Mouth,55,2014,31,193
Endrich Mouth,55,2015,32,251
Endrich Mouth,55,2016,33,201
Endrich Mouth,55,2017,34,168
Endrich Mouth,55,2018,35,200
Bute,56,1984,1,49
Bute,56,1985,2,145
Bute,56,1986,3,140
Bute,56,1987,4,150
Bute,56,1988,5,140
Bute,56,1989,6,130
Bute,56,1990,7,160
Bute,56,1991,8,250
Bute,56,1992,9,130
Bute,56,1993,10,213
Bute,56,1994,11,222
Bute,56,1995,12,210
Bute,56,1996,13,218
Bute,56,1997,14,203
Bute,56,1998,15,273
Bute,56,1999,16,192
Bute,56,2000,17,200
Bute,56,2001,18,200
Bute,56,2002,19,185
Bute,56,2003,20,152
Bute,56,2004,21,206
Bute,56,2005,22,158
Bute,56,2006,23,209
Bute,56,2007,24,208
Bute,56,2008,25,187
Bute,56,2009,26,200
Bute,56,2010,27,189
Bute,56,2011,28,190
Bute,56,2012,29,157
Bute,56,2013,30,190
Bute,56,2014,31,160
Bute,56,2015,32,180
Bute,56,2016,33,130
Bute,56,2017,34,190
Bute,56,2018,35,130
Stranraer,57,1984,1,435
Stranraer,57,1985,2,530
Stranraer,57,1986,3,740
Stranraer,57,1987,4,700
Stranraer,57,1988,5,650
Stranraer,57,1989,6,770
Stranraer,57,1990,7,620
Stranraer,57,1991,8,650
Stranraer,57,1992,9,550
Stranraer,57,1993,10,552
Stranraer,57,1994,11,565
Stranraer,57,1995,12,550
Stranraer,57,1996,13,535
Stranraer,57,1997,14,680
Stranraer,57,1998,15,450
Stranraer,57,1999,16,440
Stranraer,57,2000,17,550
Stranraer,57,2001,18,500
Stranraer,57,2002,19,369
Stranraer,57,2003,20,281
Stranraer,57,2004,21,178
Stranraer,57,2005,22,145
Stranraer,57,2006,23,120
Stranraer,57,2007,24,247
Stranraer,57,2008,25,195
Stranraer,57,2009,26,254
Stranraer,57,2010,27,318
Stranraer,57,2011,28,244
Stranraer,57,2012,29,176
Stranraer,57,2013,30,191
Stranraer,57,2014,31,206
Stranraer,57,2015,32,231
Stranraer,57,2016,33,210
Stranraer,57,2017,34,205
Stranraer,57,2018,35,180
Ken,58,1984,1,285
Ken,58,1985,2,334
Ken,58,1986,3,350
Ken,58,1987,4,550
Ken,58,1988,5,342
Ken,58,1989,6,550
Ken,58,1990,7,306
Ken,58,1991,8,382
Ken,58,1992,9,323
Ken,58,1993,10,325
Ken,58,1994,11,293
Ken,58,1995,12,360
Ken,58,1996,13,318
Ken,58,1997,14,450
Ken,58,1998,15,357
Ken,58,1999,16,330
Ken,58,2000,17,325
Ken,58,2001,18,338
Ken,58,2002,19,275
Ken,58,2003,20,234
Ken,58,2004,21,205
Ken,58,2005,22,220
Ken,58,2006,23,206
Ken,58,2007,24,153
Ken,58,2008,25,180
Ken,58,2009,26,186
Ken,58,2010,27,194
Ken,58,2011,28,173
Ken,58,2012,29,141
Ken,58,2013,30,123
Ken,58,2014,31,163
Ken,58,2015,32,156
Ken,58,2016,33,167
Ken,58,2017,34,148
Ken,58,2018,35,161
Dyfi ,59,1984,1,89
Dyfi ,59,1985,2,109
Dyfi ,59,1986,3,95
Dyfi ,59,1987,4,127
Dyfi ,59,1988,5,124
Dyfi ,59,1989,6,131
Dyfi ,59,1990,7,152
Dyfi ,59,1991,8,143
Dyfi ,59,1992,9,134
Dyfi ,59,1993,10,160
Dyfi ,59,1994,11,155
Dyfi ,59,1995,12,142
Dyfi ,59,1996,13,125
Dyfi ,59,1997,14,106
Dyfi ,59,1998,15,167
Dyfi ,59,1999,16,112
Dyfi ,59,2000,17,134
Dyfi ,59,2001,18,97
Dyfi ,59,2002,19,126
Dyfi ,59,2003,20,112
Dyfi ,59,2004,21,92
Dyfi ,59,2005,22,84
Dyfi ,59,2006,23,78
Dyfi ,59,2007,24,76
Dyfi ,59,2008,25,59
Dyfi ,59,2009,26,59
Dyfi ,59,2010,27,63
Dyfi ,59,2011,28,48
Dyfi ,59,2012,29,55
Dyfi ,59,2013,30,33
Dyfi ,59,2014,31,25
Dyfi ,59,2015,32,23
Dyfi ,59,2016,33,22
Dyfi ,59,2017,34,24
Dyfi ,59,2018,35,17
